class_id,class_label,recommended_name,expert_visual_description,expert_visual_description_text
536,Barn Owl,Barn Owl,"[""medium-sized white body"", ""rounded wings"", ""short tail"", ""pale plumage"", ""dark eye"", ""buff gray head"", ""buff gray back"", ""buff-gray upperwing feathers"", ""white face"", ""white underwings""]","A bird with medium-sized white body, rounded wings, short tail, pale plumage, dark eye, buff gray head, buff gray back, buff-gray upperwing feathers, white face, and white underwings."
537,Western Screech-Owl,Western Screech-Owl,"[""small stocky body"", ""square head"", ""square neck"", ""square ear tufts"", ""white breast"", ""white belly"", ""dark spidery streaks"", ""dark arcs plumage""]","A bird with small stocky body, square head, square neck, square ear tufts, white breast, white belly, dark spidery streaks, and dark arcs plumage."
538,Eastern Screech-Owl,Eastern Screech-Owl,"[""short stocky body"", ""large pointed ear head"", ""large neck"", ""pointed ear tufts""]","A bird with short stocky body, large pointed ear head, large neck, and pointed ear tufts."
539,Great Horned Owl,Great Horned Owl,"[""large thick rounded body"", ""large thick tuft"", ""large thick head"", ""mottled gray-brown reddish-brown face"", ""white patches"", ""reddish-brown throat""]","A bird with large thick rounded body, large thick tuft, large thick head, mottled gray-brown reddish-brown face, white patches, and reddish-brown throat."
540,Snowy Owl,Snowy Owl,"[""large rounded head""]",A bird with large rounded head.
541,Northern Pygmy-Owl,Northern Pygmy-Owl,"[""small compact rounded body"", ""white spots"", ""two dark patches""]","A bird with small compact rounded body, white spots, and two dark patches."
542,Burrowing Owl,Burrowing Owl,"[""small long legs"", ""short tail"", ""brown sandy-pale spots"", ""dark brown bars"", ""bold white throat"", ""bold white eyebrow"", ""yellow eye"", ""brown mottled plumage""]","A bird with small long legs, short tail, brown sandy-pale spots, dark brown bars, bold white throat, bold white eyebrow, yellow eye, and brown mottled plumage."
543,Barred Owl,Barred Owl,"[""large stocky medium-length body"", ""rounded head"", ""rounded ear tufts"", ""rounded tail"", ""mottled brown white plumage"", ""dark brown black eye"", ""brown bars""]","A bird with large stocky medium-length body, rounded head, rounded ear tufts, rounded tail, mottled brown white plumage, dark brown black eye, and brown bars."
544,Northern Saw-whet Owl,Northern Saw-whet Owl,"[""small large rounded white-spotted head"", ""mottled brown whitish facial disk"", ""dark brown creamy yellow breast"", ""creamy yellow belly""]","A bird with small large rounded white-spotted head, mottled brown whitish facial disk, dark brown creamy yellow breast, and creamy yellow belly."
545,Common Nighthawk,Common Nighthawk,"[""medium-sized slender body"", ""long pointed dark wings"", ""medium-long tail"", ""large eye"", ""short neck"", ""large head"", ""well camouflaged gray white buff black plumage""]","A bird with medium-sized slender body, long pointed dark wings, medium-long tail, large eye, short neck, large head, and well camouflaged gray white buff black plumage."
546,Chimney Swift,Chimney Swift,"[""small slender body"", ""long narrow curved wings"", ""round head"", ""short neck"", ""short tapered tail"", ""wide bill"", ""dark gray-brown plumage""]","A bird with small slender body, long narrow curved wings, round head, short neck, short tapered tail, wide bill, and dark gray-brown plumage."
547,Vaux's Swift,Vaux's Swift,"[""small body"", ""long narrow swept-back wings"", ""brownish plumage""]","A bird with small body, long narrow swept-back wings, and brownish plumage."
548,White-throated Swift,White-throated Swift,"[""large long slim body"", ""long narrow wings"", ""blackish brown white throat"", ""brown white breast"", ""brown white belly"", ""white flank"", ""white secondaries""]","A bird with large long slim body, long narrow wings, blackish brown white throat, brown white breast, brown white belly, white flank, and white secondaries."
549,Belted Kingfisher,Belted Kingfisher,"[""stocky body"", ""large shaggy head"", ""shaggy crest"", ""shaggy back"", ""straight thick pointed bill"", ""blue-gray upperparts"", ""blue-gray wings"", ""blue-gray tail"", ""broad blue breast"", ""broad rusty bands""]","A bird with stocky body, large shaggy head, shaggy crest, shaggy back, straight thick pointed bill, blue-gray upperparts, blue-gray wings, blue-gray tail, broad blue breast, and broad rusty bands."
550,Acorn Woodpecker,Acorn Woodpecker,"[""medium-sized body"", ""straight spike-like creamy white bill"", ""wedge-shaped tail"", ""black upperparts"", ""red cap"", ""creamy white face"", ""black patches"", ""red crown""]","A bird with medium-sized body, straight spike-like creamy white bill, wedge-shaped tail, black upperparts, red cap, creamy white face, black patches, and red crown."
551,Gila Woodpecker,Gila Woodpecker,"[""medium-sized body"", ""long pointed bill"", ""grayish-brown brilliant black plumage"", ""red patches""]","A bird with medium-sized body, long pointed bill, grayish-brown brilliant black plumage, and red patches."
552,Golden-fronted Woodpecker,Golden-fronted Woodpecker,"[""medium-sized grayish-brown body"", ""long pointed bill"", ""grayish-brown head"", ""golden nape"", ""golden tuft"", ""black-and-white barred wings"", ""black tail""]","A bird with medium-sized grayish-brown body, long pointed bill, grayish-brown head, golden nape, golden tuft, black-and-white barred wings, and black tail."
553,Red-bellied Woodpecker,Red-bellied Woodpecker,"[""rounded head"", ""pale even boldly black plumage"", ""red cap"", ""red nape"", ""white patches""]","A bird with rounded head, pale even boldly black plumage, red cap, red nape, and white patches."
554,Yellow-bellied Sapsucker,Yellow-bellied Sapsucker,"[""small body"", ""straight bill"", ""long wings"", ""pointed tail"", ""black bold plumage"", ""red foreheads"", ""red throat"", ""long white stripes"", ""black chest"", ""white yellowish underparts""]","A bird with small body, straight bill, long wings, pointed tail, black bold plumage, red foreheads, red throat, long white stripes, black chest, and white yellowish underparts."
555,Red-naped Sapsucker,Red-naped Sapsucker,"[""medium-sized body"", ""black-and-white white dingy yellowish cast plumage"", ""red brown cap"", ""red nape"", ""red throat"", ""long white bars"", ""black white stripes"", ""white patches"", ""brown belly"", ""brown head""]","A bird with medium-sized body, black-and-white white dingy yellowish cast plumage, red brown cap, red nape, red throat, long white bars, black white stripes, white patches, brown belly, and brown head."
556,Red-breasted Sapsucker,Red-breasted Sapsucker,"[""medium-sized long body"", ""large rounded red-breasted red head"", ""chisel-like red-breasted red bill"", ""red-breasted red breast"", ""white spots"", ""red-breasted red eye"", ""white wings"", ""white patches""]","A bird with medium-sized long body, large rounded red-breasted red head, chisel-like red-breasted red bill, red-breasted red breast, white spots, red-breasted red eye, white wings, and white patches."
557,Ladder-backed Woodpecker,Ladder-backed Woodpecker,"[""small square head"", ""short neck"", ""short tail"", ""black-and-white upperparts"", ""black-and-white stripes"", ""black-and-white back"", ""black-and-white wings"", ""black plumage"", ""buffy white face"", ""broken black lines"", ""red blackish crown""]","A bird with small square head, short neck, short tail, black-and-white upperparts, black-and-white stripes, black-and-white back, black-and-white wings, black plumage, buffy white face, broken black lines, and red blackish crown."
558,Nuttall's Woodpecker,Nuttall's Woodpecker,"[""small chisel-shaped bill"", ""small rounded head"", ""flat back"", ""black-and-white striped plumage"", ""red solid black patches"", ""narrow white stripes"", ""red cheek"", ""grayish buffy underparts""]","A bird with small chisel-shaped bill, small rounded head, flat back, black-and-white striped plumage, red solid black patches, narrow white stripes, red cheek, and grayish buffy underparts."
559,Downy Woodpecker,Downy Woodpecker,"[""straight chisel-like bill"", ""straight chisel-like white head"", ""wide shoulder"", ""straight chisel-like tail feathers"", ""downy checkered black white plumage"", ""black upperparts"", ""white wings"", ""white back"", ""broad white stripes"", ""small red patches"", ""black spots""]","A bird with straight chisel-like bill, straight chisel-like white head, wide shoulder, straight chisel-like tail feathers, downy checkered black white plumage, black upperparts, white wings, white back, broad white stripes, small red patches, and black spots."
560,Hairy Woodpecker,Hairy Woodpecker,"[""medium-sized body"", ""square white head"", ""long straight chisel-like bill"", ""long tail feathers"", ""contrastingly black white plumage"", ""black wings"", ""two white stripes"", ""large white patches"", ""black back""]","A bird with medium-sized body, square white head, long straight chisel-like bill, long tail feathers, contrastingly black white plumage, black wings, two white stripes, large white patches, and black back."
561,Pileated Woodpecker,Pileated Woodpecker,"[""large long white neck"", ""triangular flaming-red crest"", ""black plumage"", ""white red stripes""]","A bird with large long white neck, triangular flaming-red crest, black plumage, and white red stripes."
562,Say's Phoebe,Say's Phoebe,"[""slender body"", ""long blackish tail"", ""large flat head"", ""flat pale brownish-gray upperparts"", ""flat back"", ""cinnamon belly"", ""gray breast""]","A bird with slender body, long blackish tail, large flat head, flat pale brownish-gray upperparts, flat back, cinnamon belly, and gray breast."
563,Cassin's Vireo,Cassin's Vireo,"[""small sturdy body"", ""short dark bill"", ""long wings"", ""long tail"", ""olive green upperparts"", ""grayish head"", ""prominent white eyering"", ""prominent white wingbars"", ""white underparts"", ""white side"", ""dark eye"", ""dark legs""]","A bird with small sturdy body, short dark bill, long wings, long tail, olive green upperparts, grayish head, prominent white eyering, prominent white wingbars, white underparts, white side, dark eye, and dark legs."
564,Blackburnian Warbler,Blackburnian Warbler,"[""medium-sized thin pointed body"", ""short thin pointed bill"", ""medium-length tail"", ""orange face"", ""orange throat""]","A bird with medium-sized thin pointed body, short thin pointed bill, medium-length tail, orange face, and orange throat."
565,Boat-tailed Grackle,Boat-tailed Grackle,"[""large lanky body"", ""rounded crown"", ""long legs"", ""pointed bill"", ""long tail"", ""glossy black plumage"", ""dark brown upperparts"", ""dark brown underparts"", ""dark brown face"", ""pale eyebrow"", ""dark cheek"", ""dark stripes""]","A bird with large lanky body, rounded crown, long legs, pointed bill, long tail, glossy black plumage, dark brown upperparts, dark brown underparts, dark brown face, pale eyebrow, dark cheek, and dark stripes."
